,F-statistic,p-value,corrected p-value,df_denom,df_num,trial_number,lag,mean_p_value_for_lag
0,1.2566771682973334,0.2622842563224283,1.0491370252897132,82561.0,1,0,1,0.5664317322046544
0,1.474144213542728,0.2289806236315362,0.9159224945261448,82558.0,2,0,2,0.6066385121249204
0,1.121118503158001,0.3389281851360304,1.3557127405441216,82555.0,3,0,3,0.4952476478492772
0,1.0515004362227314,0.378851048460143,1.515404193840572,82552.0,4,0,4,0.5153514271163298
0,0.9274106200784417,0.46176417385029145,1.8470566954011658,82549.0,5,0,5,0.5641154915320928
0,0.943821589968857,0.4619939167706535,1.847975667082614,82546.0,6,0,6,0.5394466767406509
0,0.8278579711056856,0.5638824781778078,2.255529912711231,82543.0,7,0,7,0.537837694524705
0,1.0961121537852283,0.3621780461975475,1.44871218479019,82540.0,8,0,8,0.4961128603426569
0,1.141202495954569,0.329024674162861,1.316098696651444,82537.0,9,0,9,0.476796808928709
0,1.4817811829546017,0.13886990923472417,0.5554796369388967,82534.0,10,0,10,0.44623123556085326
0,1.35701332548781,0.18588144707522594,0.7435257883009038,82531.0,11,0,11,0.4564162268800157
0,1.4038498229001584,0.15550212407778133,0.6220084963111253,82528.0,12,0,12,0.47989857496061494
0,1.3097844072730704,0.1980920384656613,0.7923681538626453,82525.0,13,0,13,0.5265687938047376
0,1.2134258133958542,0.256847375472085,1.02738950188834,82522.0,14,0,14,0.5613009912267226
0,1.1488716054377657,0.3051489424160716,1.2205957696642864,82519.0,15,0,15,0.5660730929965788
0,1.0896036767660884,0.35810826741726404,1.4324330696690561,82516.0,16,0,16,0.5616949661678947
0,1.047181812773006,0.4014474882006204,1.6057899528024815,82513.0,17,0,17,0.5888275526209353
0,0.9889067643881425,0.46889094413314614,1.8755637765325845,82510.0,18,0,18,0.5724149776729335
0,1.1756678462437977,0.2678082925797373,1.0712331703189493,82507.0,19,0,19,0.5663548499303236
0,1.115465347491712,0.32399611385294963,1.2959844554117985,82504.0,20,0,20,0.5791330603046347
0,1.0724942842924496,0.3699890737815799,1.4799562951263197,82501.0,21,0,21,0.5311025442704407
0,1.0882871025608618,0.3502904953433415,1.401161981373366,82498.0,22,0,22,0.520362079113522
0,1.1536431983364812,0.2763598748535269,1.1054394994141077,82495.0,23,0,23,0.4599346975402659
