,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,"{'ssr_ftest': (123999.37260022563, 0.0, 399996.0, 1), 'ssr_chi2test': (124000.30260482019, 0.0, 1), 'lrtest': (108011.05249508098, 0.0, 1), 'params_ftest': (123999.37260022567, 0.0, 399996.0, 1.0)}","{'ssr_ftest': (47718.87528253322, 0.0, 399993.0, 2), 'ssr_chi2test': (95438.94355782589, 0.0, 2), 'lrtest': (85591.78818624956, 0.0, 2), 'params_ftest': (47718.88086968087, 0.0, 399993.0, 2.0)}","{'ssr_ftest': (25714.34987660405, 0.0, 399991.0, 3), 'ssr_chi2test': (77144.20680159297, 0.0, 3), 'lrtest': (70541.64334592177, 0.0, 3), 'params_ftest': (38571.52426732313, 0.0, 399991.0, 2)}","{'ssr_ftest': (16248.085795837444, 0.0, 399989.0, 4), 'ssr_chi2test': (64993.480580633906, 0.0, 4), 'lrtest': (60223.492105554324, 0.0, 4), 'params_ftest': (32496.1711870986, 0.0, 399989.0, 2)}","{'ssr_ftest': (11213.618129612578, 0.0, 399987.0, 5), 'ssr_chi2test': (56069.21204632128, 0.0, 5), 'lrtest': (52471.971476940904, 0.0, 5), 'params_ftest': (28034.04530039204, 0.0, 399987.0, 2)}","{'ssr_ftest': (8201.501547204762, 0.0, 399985.0, 6), 'ssr_chi2test': (49210.116527459104, 0.0, 6), 'lrtest': (46410.43981592124, 0.0, 6), 'params_ftest': (24604.50456923487, 0.0, 399985.0, 2)}","{'ssr_ftest': (6226.0120664956075, 0.0, 399983.0, 7), 'ssr_chi2test': (43583.17406388882, 0.0, 7), 'lrtest': (41368.274711675476, 0.0, 7), 'params_ftest': (21791.04221962906, 0.0, 399983.0, 2)}","{'ssr_ftest': (4911.783061388632, 0.0, 399981.0, 8), 'ssr_chi2test': (39295.34513471313, 0.0, 8), 'lrtest': (37482.92903531389, 0.0, 8), 'params_ftest': (19647.132247178914, 0.0, 399981.0, 2)}","{'ssr_ftest': (3977.5755534682035, 0.0, 399979.0, 9), 'ssr_chi2test': (35799.253982998365, 0.0, 9), 'lrtest': (34286.833287735004, 0.0, 9), 'params_ftest': (17899.089986962666, 0.0, 399979.0, 2)}","{'ssr_ftest': (3318.907355668975, 0.0, 399977.0, 10), 'ssr_chi2test': (33190.15226360599, 0.0, 10), 'lrtest': (31884.863144789357, 0.0, 10), 'params_ftest': (16594.536779676015, 0.0, 399977.0, 2)}","{'ssr_ftest': (2774.8833115001303, 0.0, 399975.0, 11), 'ssr_chi2test': (30524.784823351165, 0.0, 11), 'lrtest': (29416.10988308373, 0.0, 11), 'params_ftest': (15261.858213371232, 0.0, 399975.0, 2)}","{'ssr_ftest': (2355.1159493597247, 0.0, 399973.0, 12), 'ssr_chi2test': (28262.451266035387, 0.0, 12), 'lrtest': (27308.63843230554, 0.0, 12), 'params_ftest': (14130.69569685125, 0.0, 399973.0, 2)}","{'ssr_ftest': (2033.6452630317874, 0.0, 399971.0, 13), 'ssr_chi2test': (26438.445991624, 0.0, 13), 'lrtest': (25601.368261212716, 0.0, 13), 'params_ftest': (13218.694210342474, 0.0, 399971.0, 2)}","{'ssr_ftest': (1766.8686734110022, 0.0, 399969.0, 14), 'ssr_chi2test': (24737.21279609576, 0.0, 14), 'lrtest': (24002.41838804679, 0.0, 14), 'params_ftest': (12368.080714484859, 0.0, 399969.0, 2)}","{'ssr_ftest': (1553.8216198644382, 0.0, 399967.0, 15), 'ssr_chi2test': (23308.373214095558, 0.0, 15), 'lrtest': (22654.5288000484, 0.0, 15), 'params_ftest': (11653.66214917988, 0.0, 399967.0, 2)}","{'ssr_ftest': (1377.1094972026206, 0.0, 399965.0, 16), 'ssr_chi2test': (22034.7986500456, 0.0, 16), 'lrtest': (21449.26731497585, 0.0, 16), 'params_ftest': (11016.875977515792, 0.0, 399965.0, 2)}","{'ssr_ftest': (1236.5076856760602, 0.0, 399963.0, 17), 'ssr_chi2test': (21021.68178525526, 0.0, 17), 'lrtest': (20487.892445873935, 0.0, 17), 'params_ftest': (10510.315328233683, 0.0, 399963.0, 2)}","{'ssr_ftest': (1111.3667887398083, 0.0, 399961.0, 18), 'ssr_chi2test': (20005.65254134045, 0.0, 18), 'lrtest': (19521.42791169812, 0.0, 18), 'params_ftest': (10002.301098636544, 0.0, 399961.0, 2)}","{'ssr_ftest': (995.1574293567925, 0.0, 399959.0, 19), 'ssr_chi2test': (18909.031203897466, 0.0, 19), 'lrtest': (18475.676017403137, 0.0, 19), 'params_ftest': (9453.995578874368, 0.0, 399959.0, 2)}","{'ssr_ftest': (905.9142930555531, 0.0, 399957.0, 20), 'ssr_chi2test': (18119.32777455377, 0.0, 20), 'lrtest': (17720.907787539065, 0.0, 20), 'params_ftest': (9059.142930526945, 0.0, 399957.0, 2)}"
